time,Average speed (km/h),Distance travelled (km),Engine RPM (rpm),Fuel used (L),Vehicle speed (km/h),Driver Type,Insurance Fee
12:35,13.1177444156556,0.954285031805556,1899.0,0.5534717599144,10.0,1,520
12:36,16.1627194682502,1.44943571822222,4557.0,0.78192377721049,51.0,1,520
12:37,21.1942884003938,2.24889532525,3728.0,1.0312423109203,24.0,1,520
12:38,19.5148836930444,2.40054851775,6335.0,1.14792103495456,30.0,1,520
12:39,24.2734394395889,3.38893462508334,5893.0,1.45889974599442,57.0,1,520
12:40,25.6691233627909,4.00871465888889,1729.0,1.63220104700334,7.2,1,520
12:41,28.0157399524505,4.83911364497222,6058.0,1.94538972674358,40.0,1,520
12:42,26.1732032179218,4.96903080561111,1808.0,2.01395210257985,9.2,1,520
12:43,25.8956279752945,5.34619327822222,6000.0,2.22310806507922,67.0,2,520
12:44,26.4791365145684,5.91183015727778,7475.0,2.4638769820407,77.0,2,520
12:45,27.1662294730151,6.51406796333333,1712.0,2.62395804440418,12.0,1,910
12:46,28.7409885614524,7.37406745080555,7106.0,2.95461690009879,58.0,1,910
12:47,31.4608380878651,8.59070849427777,6778.0,3.43542616967583,50.0,1,910
12:48,34.1948931629471,9.90197796188889,6671.0,4.06575133660886,75.0,2,910
12:49,36.2514245197691,11.1057700693889,2211.0,4.54338377451144,18.0,1,1170
12:50,36.0479049028779,11.6452012349444,6788.0,4.84504546084356,59.0,1,1170
12:51,35.2032918936174,11.9536794975555,1708.0,4.91767164452594,7.2,1,1170
12:52,34.0912046828256,12.1470925093889,7893.0,5.09083773866365,79.0,2,1170
12:53,35.66369414223,13.3123525018611,5386.0,5.40746440110762,64.0,2,1170
12:54,35.5129240133554,13.8333368337778,1762.0,5.53201949003996,10.6,1,1170
12:55,34.8528183531607,14.1695763865278,6936.0,5.72661953264208,54.0,1,1170
12:56,35.3612256836698,14.9535258419444,4288.0,5.96967929199191,50.0,1,1170
12:57,34.9579300410303,15.3702955907778,6186.0,6.1362835961419,22.0,1,1170
12:58,34.595430793349,15.7844800938611,1814.0,6.3138561689234,9.0,1,1170
17:48,4.288885385440215,0.0193264689999999,4659.4,0.0071837584261051,14.4,1,520
17:49,4.15283008135098,0.0160895488333333,5619.0,0.0279015613302164,18.0,1,520
17:50,11.6292647921705,0.237123044333333,1602.0,0.136275932881374,3.0,1,520
17:51,21.7868310144089,0.80999964225,4035.0,0.300653668884658,28.0,1,520
17:52,25.2516624365435,1.35535834758333,4963.0,0.486582214086199,32.0,1,520
17:53,27.2077282746251,1.921736952,3803.0,0.684471044493342,19.0,1,520
17:54,22.3570572610721,1.94534045777778,1506.0,0.745903577978886,7.4,1,520
17:55,19.8887894512678,2.06658640511111,1710.0,0.852350239425657,8.2,1,520
17:56,20.7646230463003,2.50632085561111,1758.0,1.04073080774636,12.6,1,520
17:57,18.2502688325637,2.50632085561111,1794.0,1.10606538956592,9.2,1,520
17:58,21.1879442725638,3.25561621838889,6482.0,1.42530155613586,67.0,2,520
17:59,24.0584839810291,4.10215322313889,1678.0,1.66073773033623,5.0,1,520
18:00,27.8369499680315,5.21992897919445,8659.0,2.0741229543913,92.0,3,520
18:01,30.6011488455673,6.24995609397223,6316.0,2.27490052842258,68.0,2,910
18:02,32.8484588130305,7.2557896883889,5993.0,2.48643976960349,68.0,2,910
18:03,33.7026161757312,8.00658600430556,1760.0,2.66018737654569,12.6,1,910
18:04,33.1039268839825,8.40974936991667,5534.0,2.80437346283448,23.0,1,910
18:05,34.6941375481974,9.39552015944444,1702.0,3.06225022327568,20.0,1,910
18:06,32.7131078315175,9.40612042533333,1659.0,3.12063889932481,11.4,1,910
18:07,32.0266585942866,9.72896351327777,5213.0,3.28420528025504,60.0,1,910
18:08,32.9075963722647,10.5441324854444,4330.0,3.50606181919975,46.0,1,1170
18:09,31.725053836569,10.7033738640833,1643.0,3.5741437891141,13.4,1,1170
18:10,31.7805991563102,11.2551069386111,5020.0,3.74438298528763,37.0,1,1170
18:11,32.5477185052934,12.0533072541944,4992.0,3.96062705979435,57.0,1,1170
18:12,31.9869618901602,12.3932249901944,1714.0,4.04730856848002,11.0,1,1170
18:13,31.9726227682067,12.9096574027778,5302.0,4.22792609818061,24.0,1,1170
18:14,31.4211431528175,13.2135241096944,1715.0,4.33140680876309,12.6,1,1170
18:15,30.2131763548739,13.2135241096944,1695.0,4.39234962698334,12.2,1,1170
18:16,29.1058556531363,13.2135241096944,4642.0,4.45821594659951,26.0,1,1170
18:17,28.3674382296479,13.3506042978055,1742.0,4.55037683610035,14.4,1,1170
18:18,28.6171913488374,13.9441033953889,8339.0,4.89273423747242,91.0,3,1170
18:19,29.1372969184597,14.6824421950555,1773.0,5.06837088035096,12.0,1,1170
18:20,29.1407620553711,15.1773600485278,5033.0,5.28131950610284,60.0,1,1170
18:21,28.6389161876486,15.3788029689722,1767.0,5.35638365782458,12.0,1,1170
08:45,1.4205480980552896,0.0271958015333333,4601.2,0.0041858683612057,18.8,1,520
08:46,0.302715416134367,0.0053237063055555,4593.0,0.013445949751454,17.0,1,520
08:47,3.32665018038962,0.0683531638055555,4847.0,0.0707207478871254,28.0,1,520
08:48,8.75571442921387,0.323932344722222,1606.0,0.221058125874134,8.0,1,520
08:49,10.9631788328976,0.590129379666667,7366.0,0.430331843957548,65.0,2,520
08:50,20.4957256191415,1.44866011608333,5215.0,0.730286034184828,59.0,1,520
08:51,26.7040405382237,2.32052427061111,5074.0,1.03423951000877,26.0,1,520
08:52,30.0049266631078,3.11555254358333,5717.0,1.292179627059,37.0,1,520
08:53,32.534543391577,3.91583705366667,6647.0,1.54209926024346,64.0,2,520
08:54,34.0700873251535,4.67717361861111,2134.0,1.7165634765483,6.0,1,520
08:55,34.2416052201044,5.26792345027778,7028.0,1.94731374530818,52.0,1,520
08:56,35.626728801843,6.06941170666667,5765.0,2.21203485985423,63.0,2,910
08:57,34.4453315049396,6.44639711963889,6589.0,2.35631362817675,44.0,1,910
08:58,34.7558794657123,7.09466733144445,5352.0,2.57926620199546,58.0,1,910
08:59,37.3594899518758,8.2340072581389,8257.0,3.04169963562353,85.0,3,910
09:00,39.6502657805138,9.4155416228889,6436.0,3.48933643647871,73.0,2,910
09:01,42.203393387462,10.7094492654445,8666.0,4.08852330358998,88.0,3,1170
09:02,43.5704562014896,11.7904056738333,4862.0,4.4696036782657,54.0,1,1170
09:03,41.735783152297,11.9770818415278,1722.0,4.5154806265229,9.2,1,1170
09:04,42.1485411771494,12.8116149384722,6859.0,4.80845710008116,50.0,1,1170
09:05,41.0587262007016,13.1720758776111,1825.0,4.91749101032222,5.0,1,1170
09:06,40.3630049347003,13.6063454015833,7092.0,5.14808389372937,74.0,2,1170
09:07,39.1009105484509,13.8500338376667,7126.0,5.2271575597949,60.4,2,1170
09:08,39.3215817139407,14.5645013336945,3523.0,5.47297142083365,25.0,1,1170
09:09,39.1710799033493,15.1737080988611,1767.0,5.66742750024574,10.4,1,1170
09:10,38.6827198777272,15.6223718029167,1675.0,5.88387980283291,7.4,1,1170
18:46,32.52548055976744,8.624607937688761,4343.698232323232,3.115760607913065,38.021452145214525,1,910
18:47,2.27424495525744,0.0127136962222222,1624.0,0.0291987754637555,7.8,1,520
18:48,10.1847367499659,0.228698481277778,1808.0,0.151054268795774,9.6,1,520
18:49,20.2567563995255,0.791207750722222,6951.0,0.376163865777159,58.0,1,520
18:50,30.5701572726374,1.69511965513889,5675.0,0.647124045673702,61.0,2,520
18:51,31.6554370508026,2.226939152,4641.0,0.799200681836742,34.4,1,520
18:52,33.0136099678332,2.44889144494444,7690.0,0.937090339173168,78.0,2,520
18:53,40.4672158093936,3.67120571236111,7703.0,1.41023268809478,80.0,2,520
18:54,40.9581049956419,4.39460390191667,1661.0,1.58932420283027,7.8,1,520
18:55,41.3122641831916,5.10559104952778,6869.0,1.89295940962346,63.0,2,520
18:56,42.8186351203855,6.013908163,5895.0,2.20250730104565,38.0,1,910
18:57,40.5135254374029,6.36167838372222,1750.0,2.28903873675372,11.2,1,910
18:58,39.6644929168837,6.89437466583333,6480.0,2.49916667009347,67.0,2,910
18:59,39.7350236599123,7.56671953683333,1668.0,2.66519448539862,7.8,1,910
19:00,36.5690411012424,7.56671953683333,1667.0,2.72503170409151,7.8,1,910
19:01,36.8643381678854,8.26418641727778,2104.0,2.91126485529298,11.0,1,910
19:02,34.5149561191872,8.29977541930555,4099.0,2.98492844310992,15.0,1,910
19:03,34.2387739678942,8.79904161202778,6784.0,3.18703016805584,48.0,1,910
19:04,33.994245413661,9.31223808097222,6996.0,3.36179009549006,47.0,1,910
19:05,33.5479293209318,9.75454671425,6870.0,3.55341260301826,69.0,2,910
19:06,33.6116332085597,10.3429261870278,1620.0,3.72595607326208,12.0,1,1170
19:16,33.1765490222242,10.3764876761111,2231.0,3.74661809382921,11.2,1,1170
19:17,33.0869264490584,10.4471694998056,3963.0,3.79197425782435,27.0,1,1170
19:18,33.1292579884033,11.0162851156944,4219.0,3.9793437691031,36.0,1,1170
19:19,32.6637337559432,11.4044513648056,4045.0,4.08742559986351,36.0,1,1170
19:20,32.3781489750125,11.8253526266667,5958.0,4.21848800308241,31.0,1,1170
19:21,32.5040154053074,12.4305233692778,1792.0,4.37778922408935,8.2,1,1170
19:22,31.9976903893648,12.7598430729444,1799.0,4.5165071270876,4.0,1,1170
19:23,30.7253996413528,12.7605692832222,2123.0,4.57714462743394,10.2,1,1170
19:24,31.1355420490054,13.4596503048056,3712.0,4.80290777538101,3.0,1,1170
19:25,30.0076594798958,13.4642088571111,1663.0,4.86600000479781,7.8,1,1170
19:26,30.5676621832825,14.2372043026944,5589.0,5.11880947153585,38.0,1,1170
19:27,29.9270241666101,14.4247585751945,4537.0,5.20501078741846,20.0,1,1170
19:28,29.8198033549011,14.8820304135278,4192.0,5.37981555918652,37.0,1,1170
19:29,29.1264977156267,15.0145332778056,4997.0,5.46728983343544,24.0,1,1170
10:29,20.711593302280647,3.781900294358446,4358.171875,1.7594598708875495,45.42424242424242,1,520
10:30,0.164743403184238,0.0007420170555555,1661.0,0.0031729088888215,2.0,1,520
10:31,10.8239798194606,0.18077994675,1631.0,0.138543104401186,9.2,1,520
10:32,17.8836895215776,0.59728213675,3300.0,0.325396333201615,22.0,1,520
10:33,12.1044424231917,0.610430819083333,1735.0,0.394007228783082,10.2,1,520
10:34,11.8578573007475,0.792895357583333,1756.0,0.510329633372199,10.8,1,520
10:35,9.50477230211061,0.792895357583333,1740.0,0.576138593553428,10.8,1,520
10:36,10.7851714162675,1.08410708758333,1698.0,0.719177800670786,8.0,1,520
10:37,15.7928426387885,1.84816092502778,7242.0,1.03001978714661,57.0,1,520
10:38,19.4377366551153,2.59238156133333,4374.0,1.24994337823226,44.0,1,520
10:39,20.9396132898876,3.15180890244444,1730.0,1.42911556040976,9.0,1,520
10:40,21.2438639291314,3.55070904766667,1716.0,1.61124668178432,8.0,1,520
10:41,24.8383326050634,4.56603235316666,7504.0,2.13148872340849,77.0,2,520
10:42,28.4355702252575,5.694584003,6279.0,2.61890352113899,47.0,1,520
10:43,30.3039953451055,6.5677171935,6302.0,2.94973967547969,39.0,1,910
10:44,31.560580016201,7.36993668633334,6479.0,3.28682799564157,26.0,1,910
10:45,29.9173899207878,7.49647075316667,6892.0,3.38999582014229,39.0,1,910
10:46,30.7542305822055,8.21723294725,6014.0,3.62344061592279,65.0,2,910
10:47,30.4146184167766,8.62029040530556,1692.0,3.71077271362083,8.2,1,910
20:29,0.650948234965918,0.0188338753777777,3503.2,0.006572471796398,12.4,1,520
20:31,0.0243393346231493,0.0006568832777777,3090.0,0.0111547312661434,2.0,1,520
20:32,11.6799905896065,0.481073027833333,6855.0,0.245466573925648,69.0,2,520
20:33,23.0467709923611,1.3283391605,1644.0,0.526946345172158,10.8,1,520
20:34,25.0175676025846,1.85024874772222,6505.0,0.724282240691459,75.0,2,520
20:35,31.8526341987967,2.9000774575,6826.0,0.946104180999506,54.0,1,520
20:36,37.1858369279317,4.00492999488889,7010.0,1.19407252254203,75.0,2,520
20:37,40.6029914299513,5.05732608063889,3880.0,1.35085083664673,39.0,1,520
20:38,36.2966903025938,5.10331499430556,1775.0,1.40753714268255,12.6,1,520
20:39,35.2666552700895,5.56893406863889,1811.0,1.59266653506352,11.2,1,520
20:40,36.5568954235313,6.36594034561112,5591.0,1.83732012392284,49.0,1,910
20:41,34.1379375751473,6.51768304272223,1818.0,1.89251711101724,7.8,1,910
20:42,34.1097822270428,7.07887791780556,1675.0,2.09114794835249,10.4,1,910
20:43,34.180673264128,7.66986747505556,3894.0,2.2964263156139,38.0,1,910
20:44,32.1217743321924,7.74631687663889,3407.0,2.37142696583446,24.0,1,910
20:45,30.1523483589428,7.76619860722223,1782.0,2.42957013429599,12.6,1,910
20:46,30.3376993326292,8.31352030061112,5013.0,2.64810494393721,48.0,1,910
20:47,29.9319020920876,8.70027700619445,3709.0,2.76942842164847,29.0,1,910
16:06,1.127413464329491,0.0273328567722222,4268.2,0.0020171665600767,17.2,1,520
16:07,0.127435131992534,0.0028657055555555,4496.0,0.0122523440266423,10.0,1,520
16:08,3.64680260455052,0.100820432916667,4670.0,0.0836887764076605,24.0,1,520
16:09,10.5692462502765,0.470405481027778,3983.0,0.258757346960203,28.0,1,520
16:10,11.5599330229261,0.704904623611111,1655.0,0.362966282468401,8.0,1,520
16:11,9.55116583103833,0.744708664972222,3884.0,0.447109050806364,3.0,1,520
16:12,10.5293800821345,0.997645043,6233.0,0.586199640756613,37.0,1,520
16:13,19.3872093757479,2.15774423469445,6023.0,1.00157961576139,64.0,2,520
16:14,17.9544135102466,2.30055360044445,1784.0,1.06023115566642,7.8,1,520
16:15,15.9218968599358,2.30055360044445,1746.0,1.12264598495424,6.6,1,520
16:16,18.1007269140544,2.91141994291667,6821.0,1.38370192612645,71.0,2,520
16:17,22.3236429883139,3.96736121019445,4792.0,1.66451160353176,51.0,1,520
16:18,22.7095961683844,4.41260828936111,1788.0,1.79897145401585,7.8,1,520
16:19,24.3835366871578,5.14802855294445,6202.0,2.0573121174343,63.0,2,520
16:20,26.840050490819,6.11900994038889,5889.0,2.35398933537066,63.0,2,910
16:21,26.7962707217588,6.55767175852778,1654.0,2.47030573973254,9.0,1,910
16:22,28.2354077355202,7.36540508194445,7239.0,2.75318802525488,73.0,2,910
16:23,31.1148758521645,8.65130552847222,6623.0,3.178130334904,53.0,1,910
16:24,33.674902650464,9.92808911702778,6945.0,3.66134302779064,74.0,2,910
16:25,35.6574507858095,11.0834550579722,7022.0,4.07126764262019,61.0,2,1170
16:26,36.1091391622,11.8284576293056,7576.0,4.37375165974069,78.0,2,1170
16:27,37.9985882037451,13.0784750110833,7047.0,4.64968112756045,75.0,2,1170
16:28,36.5792451412813,13.2085289986944,1593.0,4.69798714057663,7.8,1,1170
16:29,36.0499729498563,13.6104861611389,6638.0,4.86444940154341,31.0,1,1170
16:30,36.521594737297,14.4236500899167,6068.0,5.11862737906451,65.0,2,1170
16:31,36.3883490235575,14.9586775441111,6362.0,5.29018639734568,55.0,1,1170
16:32,35.8916933671783,15.3516301990555,3176.0,5.40454886792069,13.0,1,1170
13:00,0.7125276675200233,0.0099909738388888,3064.2,0.0041107523861015,7.2,1,520
13:01,0.0592418114841098,0.0007180919444444,4047.0,0.0133047413541763,2.0,1,520
13:02,4.61448344975261,0.104375178166667,5122.0,0.0875343356611932,19.0,1,520
13:03,19.0081405680974,0.742247157638889,6156.0,0.306720742649593,36.0,1,520
13:04,26.2146424560145,1.4605137875,1668.0,0.537613160013784,6.0,1,520
13:05,21.7246199143159,1.56812375261111,1750.0,0.629771118186561,6.6,1,520
13:06,23.9339062758357,2.12899691283333,6201.0,0.902520387851671,60.0,1,520
13:07,25.3343253469319,2.53037624883333,3913.0,0.9899830841593024,32.4,1,520
13:08,24.5643878986809,2.61286244086111,3900.0,1.05367895589024,17.0,1,520
13:09,28.5857140127274,3.52223322986111,6894.0,1.47728205747669,70.0,2,520
13:10,34.4154500396381,4.82998318019444,7223.0,1.89084537880337,75.0,2,520
13:11,36.8422629980239,5.77603238027778,6263.0,2.10672355309163,64.0,2,520
13:12,36.1133336874979,6.27102918111111,6652.0,2.31455857966256,68.0,2,910
13:13,39.2453851152257,7.46625751058333,5889.0,2.67781684637403,63.0,2,910
13:14,40.7212322852334,8.41115688697222,6981.0,2.94862547559538,67.0,2,910
13:15,37.9834760945501,8.48814177033333,1649.0,3.01289701273097,9.0,1,910
13:16,38.3613208932732,9.19659273080556,6159.0,3.28059551866382,62.0,2,910
13:17,39.2034432654907,10.0625332010833,2129.0,3.51856683924623,11.0,1,1170
13:18,37.9827838178634,10.3797495841944,6214.0,3.69946512452697,59.0,1,1170
13:19,39.362867226228,11.4275145919444,7108.0,4.06825873495501,73.0,2,1170
13:20,39.0074296001989,11.9649147484444,1731.0,4.21717618728983,9.8,1,1170
13:21,39.0780310431343,12.6242357968889,4068.0,4.46180310387355,37.0,1,1170
13:22,37.6474973700062,12.797981228,5514.0,4.57036243301075,45.0,1,1170
13:23,36.9574206541242,13.1834291461111,7170.0,4.7488086661651,73.0,2,1170
13:24,38.2802351915754,14.295616486,5999.0,5.0907173280621,65.0,2,1170
13:25,37.342734655429,14.558787094,1637.0,5.1461080523892,11.2,1,1170
13:26,36.393722796506,14.8103570738611,4279.0,5.25500769165883,10.0,1,1170
13:27,35.3795153199359,14.971235946,5973.0,5.364296642396,37.0,1,1170
16:21,4.275325356473535,0.0171279084,3871.0,0.0019329131995362,11.8,1,520
16:22,15.8339084099168,0.197635036277778,5469.0,0.143509180345442,36.0,1,520
16:23,20.856628001571,0.611753849444444,1702.0,0.291867316328719,8.8,1,520
16:24,13.2626748736784,0.611753849444444,4694.0,0.364221077139064,38.4,1,520
16:25,12.7857935623556,0.796300820222222,1653.0,0.461041462473114,9.6,1,520
16:26,10.0585733355794,0.796300820222222,1712.0,0.526937513916371,8.2,1,520
16:27,11.1965428335464,1.07435272955556,1702.0,0.646735426930288,12.0,1,520
16:28,13.2873970635872,1.48952088663889,5562.0,0.829849688805097,37.0,1,520
16:29,16.2404164821419,2.09748077763889,3787.0,0.996759479795902,22.0,1,520
16:30,17.0738861417966,2.48990412377778,5620.0,1.16933215584603,43.0,1,520
16:31,18.9650826308023,3.08723129266667,5667.0,1.3501873544915,39.0,1,520
16:32,19.156350347609,3.42562048277778,4805.0,1.49994727911258,44.0,1,520
16:33,21.0724038374022,4.12731058730555,5217.0,1.75032464311077,53.0,1,520
16:34,23.394592901113,4.97722348725,6245.0,2.06731473785701,50.0,1,520
16:35,25.0430062769543,5.73248140655556,6306.0,2.36590844554714,41.0,1,520
16:36,26.21509334063,6.44063389525,6139.0,2.65871387337495,45.0,1,910
16:37,27.1117615273954,7.11397422194444,5746.0,2.93312909555964,46.0,1,910
16:38,26.4275445008162,7.37593776036111,7241.0,3.08248608459341,24.0,1,910
16:39,25.2990269107172,7.48154345683333,1737.0,3.15659212130155,6.8,1,910
16:40,25.2846822969285,7.90224570355556,3668.0,3.31196186001255,23.0,1,910
16:41,25.4587973361659,8.38392795280556,4339.0,3.46123993419301,30.0,1,910
16:44,25.3141173017639,8.4426296223889,2183.6,3.4690342000163903,15.8,1,910
16:45,25.0024748068771,8.4426296223889,1709.0,3.48780401142805,7.2,1,910
16:46,24.1509728742143,8.55975923572223,1849.0,3.57514011355005,9.4,1,910
20:04,1.0758115951621212,0.0277897860999999,3146.6,0.0044977927537418,14.4,1,520
20:05,0.176152572631025,0.0042371613333333,4328.0,0.0114904260258411,12.0,1,520
20:06,1.61433615435737,0.0462311811666667,1638.0,0.0380376231289136,9.8,1,520
20:07,17.1922425191793,0.779023120472222,3692.0,0.327966347136108,21.0,1,520
20:08,20.2354338093722,1.25488476152778,6402.0,0.54876123488818,52.0,1,520
20:09,23.0891587939315,1.81146443183333,5027.0,0.71178902548908,53.0,1,520
20:10,26.9846389179711,2.578732905,5224.0,0.880187257369831,55.0,1,520
20:11,30.7794682574583,3.44426891002778,6276.0,1.07475087086265,64.0,2,520
20:12,33.9101666643015,4.36674777094445,6533.0,1.22515823376561,69.0,2,520
20:13,35.213660057943,5.11704199688889,1676.0,1.34914245186898,7.4,1,520
20:14,31.6294133690118,5.12069513108333,1648.0,1.4145077050009,9.8,1,520
20:15,31.2957961332131,5.5924463745,1815.0,1.60191420715413,7.4,1,520
20:16,32.8570372102554,6.40611511844445,6218.0,1.87842850072493,54.0,1,910
20:17,30.9524373032537,6.54409700752778,1703.0,1.93275682636915,5.0,1,910
20:18,29.8405675477606,6.80956323772222,1703.0,2.04847640420932,5.0,1,910
20:19,30.3224475235259,7.4392326885,4734.0,2.30004668173732,54.0,1,910
20:20,29.605279497877,7.74134942480556,5410.0,2.40572065164719,13.0,1,910
20:21,27.986892272633,7.79728896433334,1716.0,2.4714176662485,3.6,1,910
20:22,28.3036284775488,8.36025270680556,5592.0,2.69530570721665,48.0,1,910
20:23,27.9450524900394,8.71482638438889,4128.0,2.81435736935773,37.0,1,910
20:24,27.1566148925455,8.91095056655555,1934.0,2.88027224321905,14.0,1,910
